timestamp	x	y	r
1743622183.3762982	0	0	0
1743622183.4064522	0	0	0
1743622183.4411957	0	0	0
1743622183.471202	0	0	0
1743622183.505897	0	0	0
1743622183.5380707	0	0	0
1743622183.5698128	0	0	0
1743622183.6053455	0	0	0
1743622183.6400425	0	0	0
1743622183.7094662	0	0	0
1743622183.7490242	0	0	0
1743622183.7883422	0	0	0
1743622183.8312511	0	0	0
1743622183.8499455	0	0	0
1743622183.8588786	0	0	0
1743622183.8695543	0	0	0
1743622183.906544	0	0	0
1743622183.9472504	0	0	0
1743622183.99731	0	0	0
1743622184.0262322	0	0	0
1743622184.0512238	0	0	0
1743622184.0670695	0	0	0
1743622184.1034672	0	0	0
1743622184.1347485	0	0	0
1743622184.1680694	0	0	0
1743622184.2034364	0	0	0
1743622184.236415	0	0	0
1743622184.2678955	0	0	0
1743622184.312399	0	0	0
1743622184.345455	0	0	0
1743622184.3658066	0	0	0
1743622184.4042203	0	0	0
1743622184.4349296	0	0	0
1743622184.467874	596.5	159.5	20.200000762939453
1743622184.5415938	0	0	0
1743622184.5748782	0	0	0
1743622184.6148279	0	0	0
1743622184.6468508	0	0	0
1743622184.6933227	0	0	0
1743622184.74338	0	0	0
1743622184.7803133	0	0	0
1743622184.821368	0	0	0
1743622184.8546145	0	0	0
1743622184.8945894	0	0	0
1743622184.9344535	603.5	159.5	25.399999618530273
1743622185.0319147	0	0	0
1743622185.073647	0	0	0
1743622185.1135542	0	0	0
1743622185.1595297	0	0	0
1743622185.2017503	0	0	0
1743622185.2373223	0	0	0
1743622185.2572818	0	0	0
1743622185.2836468	0	0	0
1743622185.3091912	0	0	0
1743622185.3385773	0	0	0
1743622185.380053	0	0	0
1743622185.4092207	0	0	0
1743622185.4502766	0	0	0
1743622185.4807906	0	0	0
1743622185.5232234	0	0	0
1743622185.555076	0	0	0
1743622185.5885916	0	0	0
1743622185.5945146	594.5	159.5	20.700000762939453
1743622185.6456878	594.5	159.5	20.399999618530273
1743622185.6910326	0	0	0
1743622185.739223	601.5	159.5	25.200000762939453
1743622185.7882884	0	0	0
1743622185.8290415	0	0	0
1743622185.8646624	0	0	0
1743622185.9029348	0	0	0
1743622185.9188833	0	0	0
1743622185.9253323	593.5	160.5	19.899999618530273
1743622185.945052	0	0	0
1743622185.9508703	0	0	0
1743622185.970464	0	0	0
1743622186.0387616	0	0	0
1743622186.0580888	594.5	159.5	20.200000762939453
1743622186.1105833	0	0	0
1743622186.1505077	603.5	160.5	25.200000762939453
1743622186.1964772	0	0	0
1743622186.2284918	0	0	0
1743622186.2649662	0	0	0
1743622186.2934852	0	0	0
1743622186.3360066	0	0	0
1743622186.3765142	0	0	0
1743622186.416056	0	0	0
1743622186.446393	0	0	0
1743622186.4899504	0	0	0
1743622186.5136108	0	0	0
1743622186.5587096	0	0	0
1743622186.5919783	0	0	0
1743622186.6358242	0	0	0
1743622186.6747587	0	0	0
1743622186.7051737	0	0	0
1743622186.7474544	0	0	0
1743622186.8026383	0	0	0
1743622186.8730378	0	0	0
1743622186.897224	0	0	0
1743622186.9145606	0	0	0
1743622186.9210064	0	0	0
1743622186.9264472	0	0	0
1743622186.9348202	0	0	0
1743622186.9710455	0	0	0
1743622187.003644	602.5	160.5	25.200000762939453
1743622187.038851	0	0	0
1743622187.0736678	0	0	0
1743622187.1024764	0	0	0
1743622187.1397605	594.5	160.5	20.700000762939453
1743622187.1709707	594.5	160.5	20.5
1743622187.203495	594.5	160.5	20.5
1743622187.2390609	0	0	0
1743622187.2718074	0	0	0
1743622187.302651	0	0	0
1743622187.3400562	0	0	0
1743622187.3716066	0	0	0
1743622187.4039397	602.5	160.5	25.100000381469727
1743622187.4389937	0	0	0
1743622187.4712794	0	0	0
1743622187.5025175	0	0	0
1743622187.5391762	0	0	0
1743622187.5710316	0	0	0
1743622187.6031244	594.5	160.5	20.700000762939453
1743622187.6384254	0	0	0
1743622187.671374	594.5	160.5	20.799999237060547
1743622187.7033556	594.5	160.5	20.200000762939453
1743622187.739169	0	0	0
1743622187.7706878	0	0	0
1743622187.803515	594.5	160.5	20.700000762939453
1743622187.8388114	0	0	0
1743622187.87099	0	0	0
1743622187.9273732	602.5	160.5	25.200000762939453
1743622187.9650655	0	0	0
1743622187.990848	0	0	0
1743622188.0325787	0	0	0
1743622188.0567458	602.5	160.5	25.0
1743622188.0779278	594.5	160.5	20.700000762939453
1743622188.1025531	0	0	0
1743622188.1391442	0	0	0
1743622188.1709366	602.5	160.5	25.200000762939453
1743622188.2031622	602.5	160.5	25.200000762939453
1743622188.241549	0	0	0
1743622188.2707076	0	0	0
1743622188.3021185	0	0	0
1743622188.3393173	595.5	160.5	20.799999237060547
1743622188.3748095	0	0	0
1743622188.403401	0	0	0
1743622188.438809	0	0	0
1743622188.471077	0	0	0
1743622188.5027163	0	0	0
1743622188.5666118	0	0	0
1743622188.5960276	0	0	0
1743622188.6287682	0	0	0
1743622188.6389747	602.5	158.5	23.799999237060547
1743622188.6759093	597.5	160.5	19.600000381469727
1743622188.7074027	0	0	0
1743622188.739376	603.5	158.5	23.799999237060547
1743622188.775693	0	0	0
1743622188.802346	0	0	0
1743622188.8391073	0	0	0
1743622188.8716545	603.5	157.5	25.200000762939453
1743622188.9091682	0	0	0
1743622188.9390044	0	0	0
1743622188.9704335	0	0	0
1743622189.0068352	0	0	0
1743622189.0387924	0	0	0
1743622189.0712707	0	0	0
1743622189.1068141	0	0	0
1743622189.138708	0	0	0
1743622189.1704552	609.5	161.5	26.700000762939453
1743622189.2073078	0	0	0
1743622189.2386327	0	0	0
1743622189.270893	0	0	0
1743622189.3067796	611.5	160.5	26.0
1743622189.3443305	0	0	0
1743622189.3705842	0	0	0
1743622189.4074264	0	0	0
1743622189.4388633	607.5	158.5	24.899999618530273
1743622189.4753048	0	0	0
1743622189.506457	0	0	0
1743622189.539502	602.5	160.5	20.0
1743622189.5756326	0	0	0
1743622189.6073573	604.5	160.5	20.700000762939453
1743622189.643811	611.5	161.5	26.799999237060547
1743622189.6763623	612.5	161.5	26.299999237060547
1743622189.7295103	606.5	160.5	21.299999237060547
1743622189.7736444	0	0	0
1743622189.7982018	0	0	0
1743622189.806583	0	0	0
1743622189.8385513	0	0	0
1743622189.8708928	0	0	0
1743622189.9070153	0	0	0
1743622189.9392998	609.5	159.5	23.0
1743622189.9769669	609.5	159.5	23.0
1743622190.0110545	0	0	0
1743622190.0389605	0	0	0
1743622190.0712342	609.5	159.5	23.0
1743622190.1105442	606.5	160.5	20.100000381469727
1743622190.146482	609.5	159.5	23.5
1743622190.1772678	609.5	159.5	23.0
1743622190.2115424	0	0	0
1743622190.238683	0	0	0
1743622190.2708216	0	0	0
1743622190.306912	0	0	0
1743622190.3391736	0	0	0
1743622190.3704677	0	0	0
1743622190.4068744	0	0	0
1743622190.438685	0	0	0
1743622190.4705577	0	0	0
1743622190.5065608	0	0	0
1743622190.5391345	0	0	0
1743622190.5712378	610.5	159.5	23.0
1743622190.6118207	0	0	0
